category,message
1,havent planning to buy later i check already lido only got numbernumbernumber show in e afternoon u finish work already
1,watching telugu moviewat abt u
1,i see when we finish we have loads of loans to pay
1,hi wk been ok  on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u
1,i see a cup of coffee animation
1,please dont text me anymore i have nothing else to say
1,okay name ur price as long as its legal wen can i pick them up y u ave x ams xx
1,im still looking for a car to buy and have not gone numberthe driving test yet
1,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press number to copy your friends callertune
1,wow youre right i didnt mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston
1,umma my life and vava umma love you lot dear
1,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable
1,aight ill hit you up when i get some cash
1,how would my ip address test that considering my computer isnt a minecraft server
1,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes
1,dont worry i guess hes busy
1,what is the plural of the noun research
1,going for dinnermsg you after
1,im ok wif it cos i like number try new things but i scared u dun like mah cos u said not too loud
1,wa ur openin sentence very formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happened
1,as i entered my cabin my pa said  happy bday boss  i felt special she askd me number lunch after lunch she invited me to her apartment we went there
1,goodo yes we must speak friday  eggpotato ratio for tortilla needed
1,hmmmy uncle just informed me that hes paying the school directly so pls buy food
1,here is my new address applespairsall that malarky
1,i am going to sao mu today will be done only at numbernumber
1, predict wat time ll finish buying
1,good stuff will do
1,just so that you knowyetunde hasnt sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldnt have imposed anything on you in the first place so for that i apologise
1,are you there in room
1,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx
1,kkhow much does it cost
1,im home
1,dear will call tmorrowpls accomodate
1,first answer my question
1,i only haf msn its yijuehotmailcom
1,he is there you call and meet him
1,no no i will check all rooms befor activities
1,got c i lazy to type i forgot  in lect i saw a pouch but like not v nice
1,k text me when youre on the way
1,sir waiting for your mail
1,a swt thought nver get tired of doing little things number lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ninumber
1,i know you are can you pls open the back
1,yes see ya not on the dot
1,whats the staff name who is taking class for us
1,ummmawill call after check inour life will begin from qatar so pls pray very hard
1,ki deleted my contact that why
1,sindu got job in birla soft 
1,the wine is flowing and im i have nevering
1,yup i thk cine is better cos no need number go down number plaza mah
1,ok ur typical reply
1,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press number to copy your friends callertune
1,you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows ill see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one
1,aaooooright are you at work
1,im leaving my house now
1,hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me 
1,keep yourself safe for me because i need you and i miss you already and i envy everyone that sees you in real life
1,new car and house for my parentsi have only new job in hand
1,im so in love with you im excited each day i spend with you you make me so happy
1,i place all ur points on e cultures module already
1,hi frnd which is best way to avoid missunderstding wit our beloved ones
1,great escape i fancy the bridge but needs her lager see you tomo
1,yes it completely in out of formclark also utter waste
1,sir i need axis bank account no and bank address
1,hmmm thk sure got time to hop ard ya can go number free abt muz call u to discuss liao
1,what time you coming down later
1,bloody hell cant believe you forgot my surname mr  ill give u a clue its spanish and begins with m
1,well im gonna finish my bath now have a goodfine night
1,let me know when youve got the money so carlos can make the call
1,u still going to the mall
1,turns out my friends are staying for the whole show and wont be back til  ltgt  so feel free to go ahead and smoke that  ltgt  worth
1,text her if she doesnt reply let me know so i can have her log in
1,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no
1,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a grnumber weekend
1,lol no u can trust me
1,ok i am a gentleman and will treat you with dignity and respect
1,he will you guys close
1,going on nothing greatbye
1,hello handsome  are you finding that job  not being lazy  working towards getting back that net for mummy  wheres my boytoy now  does he miss me 
1,haha awesome be there in a minute
1,have you got xmas radio times if not i will get it now
1,i jus reached home i go bathe first but my sis using net tell u when she finishes k
1,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week
1,hi finally i completed the course
1,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool
1,how are you doing hope youve settled in for the new school year just wishin you a grnumber day
1,gud mrng dear hav a nice day
1,did u got that persons story
1,is your hamster dead hey so tmr i meet you at numberpm orchard mrt
1,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can  xxx
1,found it enc  ltgt  where you at
1,i sent you  ltgt  bucks
1,hello darlin ive finished college now so txt me when u finish if u can love kate xxx
1,your account has been refilled successfully by inr  ltdecimalgt  your keralacircle prepaid account balance is rs  ltdecimalgt  your transaction id is kr ltgt 
1,goodmorning sleeping ga
1,u call me alter at numbernumber ok
1, say until like dat i dun buy ericsson oso cannot oredi lar
1,as i entered my cabin my pa said  happy bday boss  i felt special she askd me number lunch after lunch she invited me to her apartment we went there
1,aight yo dats straight dogg
1,you please give us connection today itself before  ltdecimalgt  or refund the bill
1,both  i shoot big loads so get ready
1,whats up bruv hope you had a great break do have a rewarding semester
1,home so we can always chat
1,kkgoodstudy well
1,yup how  noe leh
1,sounds great are you home now
1,finally the match heading towards draw as your prediction
1,tired i havent slept well the past few nights
1,easy ahsen got selected means its good
1,i have to take exam with march number
1,yeah you should i think you can use your gt atm now to register not sure but if theres anyway i can help let me know but when you do be sure you are ready
1,ok no prob take ur time
1,there is os called ubandu which will run without installing in hard diskyou can use that os to copy the important files in system and give it to repair shop
1,sorry ill call later
1,u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh
1,would really appreciate if you call me just need someone to talk to
1,hey company elama po mudyadhu
1,life is more strict than teacher bcoz teacher teaches lesson amp then conducts exam but life first conducts exam amp then teaches lessons happy morning  
1,dear good morning now only i am up
1,get down in gandhipuram and walk to cross cut road right side ltgt street road and turn at first right
1,dear we are going to our rubber place
1,sorry battery died yeah im here
1,yeshere tv is always available in work place
1,i have printed it oh so  ltgt  come upstairs
1,or ill be a little closer like at the bus stop on the same street
1,where are youwhen wil you reach here
1,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct
1,tomarrow final hearing on my laptop case so i cant
1,pleassssssseeeeee tel me v avent done sportsx
1,okay no no just shining on that was meant to be signing but that sounds better
1,although i told u dat im into baig face watches now but i really like e watch u gave cos its fr u thanx number everything dat uve done today im touched
1,u dont remember that old commercial
1,too late i said i have the website i didnt i have or dont have the slippers
1,i asked you to call him now ok
1,kallis wont bat in numbernd innings
1,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep
1,ranjith cal drpd deeraj and deepak numbermin hold
1,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da
1,what you doinghow are you
1,ups which is numberdays also and the shipping company that takes numberwks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff
1,im back lemme know when youre ready
1,dont necessarily expect it to be done before you get back though because im just now headin out
1,mmm so yummy babe  nice jolt to the suzy
1,where are you lover  i need you 
1,im parked next to a mini when are you coming in today do you think
1,yup
1,anyway im going shopping on my own now cos my sis not done yet dun disturb u liao
1,my no in luton numbernumbernumbernumbernumbernumbernumbernumbernumbernumber ring me if ur around h
1,why you dint come with us
1,same wana plan a trip sometme then
1,not sure yet still trying to get a hold of him
1,the evo i just had to download flash jealous
1,come to mu were sorting out our narcotics situation
1,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay
1,usf i guess might as well take number car
1,no objection my bf not coming
1,thanx
1,tell rob to mack his gf in the theater
1,awesome ill see you in a bit
1,just sent it so what type of food do you like
1,all done all handed in celebrations in full swing yet
1,you got called a tool
1,wen u miss someone the person is definitely special for u but if the person is so special why to miss them just keepintouch gdeve
1,ok i asked for money how far
1,okie
1,yeah i think my usual guys still passed out from last night if you get ahold of anybody let me know and ill throw down
1,k i might come by tonight then if my class lets out early
1,ok
1,hi baby im cruisin with my girl friend what r u up number give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
1,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge
1,dearshall mail tonitebusy in the streetshall update you tonitethings are looking okvarunnathu edukkukayee raksha ollubut a good one in real sense
1,hey you told your name to gautham ah
1,haf u found him i feel so stupid da v cam was working
1,oops number got that bit
1,are you this much buzy
1,i accidentally deleted the message resend please
1,unless its a situation where you go gurl would be more appropriate
1,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl
1,i cant pick the phone right now pls send a message
1,need a coffee run tomocant believe its that time of week already
1,awesome i remember the last time we got somebody high for the first time with diesel v
1,shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi
1,oh and by the way you do have more food in your fridge want to go out for a meal tonight
1,he is a womdarfull actor
1,yup from what i remb i think should be can book
1,jos ask if u wana meet up
1,lol yes our friendship is hanging on a thread cause u wont buy stuff
1,where are the garage keys they arent on the bookshelf
1,today is accept dayu accept me as brother sister lover dearnumber bestnumber closnumber lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy
1,he says hell give me a call when his friends got the money but that hes definitely buying before the end of the week
1,hi the way i was with u numberday is the normal waythis is the real me ur uniquei hope i know u number the rest of mylife hope u find wot was lost
1,you made my day do have a great day too
1,kkadvance happy pongal
1,hmmm guess we can go number kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao
1,not really dude have no friends im afraid 
1,coffee cake i guess
1,merry christmas to you too babe i love ya kisses
1,hey why dont we just go watch x men and have lunch haha
1,cud u tell ppl im gona b a bit lnumber cos number buses hav gon past cos they were full  im still waitin number number pete x
1,that would be great well be at the guild could meet on bristol road or somewhere  will get in touch over weekend our plans take flight have a good week
1,no problem how are you doing
1,no callsmessagesmissed calls
1,hi dahow is the todays class
1,id say thats a good sign but well you know my track record at reading women
1,cool text me when youre parked
1,im reading the text i just sent you its meant to be a joke so read it in that light
1,kkapo kgood movie
1,maybe i could get book out tomo then return it immediately  or something
1,any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employers paperwork not cool at all please do not contact me again or i will report you to your supervisor
1,tadaaaaa i am home babe are you still up 
1,cool so how come you havent been wined and dined before
1,just sleepingand surfing
1,sorry ill call later
1,u calling me right call my hand phone
1,ok thats great thanx a lot
1,i take it the post has come then you must have numbernumbernumbernumbers of texts now happy reading my one from wiv hello caroline at the end is my favourite bless him
1,where u been hiding stranger
1,am not interested to do like that
1,my sister cleared two round in birla soft yesterday
1,gudnitetcpractice going on
1,dis is yijue i jus saw ur mail in case huiming havent sent u my num dis is my num
1,one small prestige problem now
1,just checking in on you really do miss seeing jeremiah do have a great month
1,nah cant help you there ive never had an iphone
1,if youre not in my car in an hour and a half im going apeshit
1,today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good
1,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed
1,ltgt ish minutes was number minutes ago wtf
1,thank you for callingforgot to say happy onam to you sirjii am fine here and remembered you when i met an insurance personmeet you in qatar insha allahrakhesh ex tata aig who joined tisscotayseer
1,im an actor when i work i work in the evening and sleep late since im unemployed at the moment i always sleep late when youre unemployed every day is saturday
1,hello just got here st andrewsboy its a long way its cold i will keep you posted
1,ha ha cool cool chikku chikkudb
1,oh ok no prob
1,check audreys status right now
1,busy here trying to finish for new year i am looking forward to finally meeting you
1,good afternoon sunshine how dawns that day  are we refreshed and happy to be alive do we breathe in the air and smile  i think of you my love  as always
1,well i know z will take care of me so no worries
1,wat uniform in where get
1,cool text me when youre ready
1,hello my boytoy  geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you 
1,i will spoil you in bed as well 
1,im going for bath will msg you next  ltgt  min
1,i cant keep talking to people if am not sure i can pay them if they agree to price so pls tell me what you want to really buy and how much you are willing to pay
1,can you say what happen
1,you could have seen mei didt recognise you face
1,well theres not a lot of things happening in lindsay on new years sighs some bars in ptbo and the blue heron has something going
1,keep my payasam there if rinu brings
1,i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me
1,i guess thats why you re worried you must know that theres a way the body repairs itself and im quite sure you shouldnt worry well take it slow first the tests they will guide when your ovulation is then just relax nothing youve said is a reason to worry but ill keep on followin you up
1,yeah sure give me a couple minutes to track down my wallet
1,hey leave it not a big deal take care
1,hey i will be late ah meet you at numbernumbernumber
1,it took mr owl number licks
1,customer place i will call you
1,mm that time you dont like fun
1,yup having my lunch buffet now u eat already
1,huh so late fr dinner
1,hey so this sat are we going for the intro pilates only or the kickboxing too
1,morning only i can ok
1,yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down
1,pick you up bout numbernumbernumberish what time are  and that going
1,from here after the performance award is calculated every two monthnot for current one month period
1,was actually sleeping and still might when u call back so a text is grnumber you rock sis will send u a text wen i wake
1,you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated
1,good evening sir al salam wahleykkumsharing a happy newsby the grace of god i got an offer from tayseertissco and i joinedhope you are fineinshah allahmeet you sometimerakheshvisitor from india
1,hmmmkbut i want to change the field quickly dai wanna get system administrator or network administrator
1,dear how is chechi did you talk to her
1,the hair cream has not been shipped
1,none of thats happening til you get here though
1,yep the great loxahatchee xmas tree burning of  ltgt  starts in an hour
1,haha get used to driving to usf man i know a lot of stoners
1,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as cant stay late tomorrow same time  place as always
1,hello good week fancy a drink or something later
1,headin towards busetop
1,messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom
1,come by our room at some point so we can iron out the plan for this weekend
1,cos i want it to be your thing
1,okies ill go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah
1,bring home some wendy d
1,whatsup there dont u want to sleep
1,alright i have a new goal now
1,alright ill head out in a few minutes text me where to meet you
1,yesfrom last week itself im taking live call
1,siva is in hostel aha
1,send this to ur friends and receive something about ur voice how is my speaking expression numberchildish numbernaughty numbersentiment numberrowdy numberful of attitude numberromantic numbershy numberattractive numberfunny  ltgt irritating  ltgt lovable reply me
1,ok shell be ok i guess
1,aathiwhere are you dear
1,any pain on urination any thing else
1,number at esplanade do  mind giving me a lift cos i got no car today
1,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob
1,at home watching tv lor
1,does she usually take fifteen fucking minutes to respond to a yes or no question
1,booked ticket for pongal
1,you available now im like right around hillsborough amp  ltgt th
1,the message sent is askin for  ltgt dollars shoul i pay  ltgt  or  ltgt 
1,ask g or iouri ive told the story like ten times already
1,how long does applebees fucking take
1,hi hope u get this txtjourney hasnt been gdnow about numbernumber mins late i think
1,but i have to i like to have love and arrange
1,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out
1,you were supposed to wake me up gt
1,oic i saw him too but i tot he din c me i found a group liao
1,sorry ill call later
1,hey hey werethe monkeespeople say we monkeyaround howdy gorgeous howu doin foundurself a jobyet sausagelove jen xxx
1,sorry my battery died i can come by but im only getting a gram for now wheres your place
1,well done blimey exercise yeah i kinda remember wot that is hmm
1,i wont get concentration dear you know you are my mind and everything 
1,lol  have you made plans for new years
1,numbernumber min later k
1,hanks lotsly
1,thanks for this hope you had a good day today
1,kkwhat are detail you want to transferacc no enough
1,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month
1,si si i think ill go make those oreo truffles
1,look at amy ure a beautiful intelligent woman and i like u a lot i know u dont like me like that so dont worry
1,i hope you thats the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl
1,numbernumbernumber that call cost which i guess isnt bad miss ya need ya want ya love ya
1,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe
1,where did u go my phone is gonna die you have to stay in here
1,great never been better each day gives even more reasons to thank god
1,sorry ill call later ok bye
1,ok i am on the way to railway
1,great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love  ltgt  times per night 
1,they dont put that stuff on the roads to keep it from getting slippery over there
1,when are you going to ride your bike
1,yup no need ill jus wait number e rain number stop
1,there are many company tell me the language
1,how long has it been since you screamed princess
1,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered  ltgt  to my account and  ltgt dollars got removed so the banks differ and charges also differbe sure you trust the numberja person you are sending account details to cos
1,nice line said by a broken heart plz dont cum number more times infront of me other wise once again i ll trust u good numbert
1,ok im gonna head up to usf in like fifteen minutes
1,love you aathilove u lot
1,tension ahwhat machiany problem
1,k can i pick up another numberth when youre done
1,whenre you guys getting back g said you were thinking about not staying for mcr
1,almost there see u in a sec
1,yo carlos a few friends are already asking me about you you working at all this weekend
1,watching tv lor
1,thank you baby i cant wait to taste the real thing
1,you should change your fb to jaykwon thuglyfe falconerf
1,if we win its really no number side for long time
1,dear reached railway what happen to you
1,depends on quality if you want the type i sent boye faded glory then about number if you want ralphs maybe number
1,i think ive fixed it can you send a test message
1,sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card
1,sorryin meeting ill call later
1,what class of  ltgt  reunion
1,are you free nowcan i call now
1,got meh when
1,nope think i will go for it on monday sorry i replied so late
1,some of them told accenture is not confirm is it true
1,kate jackson rec center before numberish right
1,dear i have reache room
1,fighting with the world is easy u either win or lose bt fightng with somenumber who is close to u is dificult if u lose  u lose if u win  u still lose
1,when can  come out
1,check with nuerologist
1,lolnice i went from a fish to water
1,no its waiting in e car dats bored wat cos wait outside got nothing number do at home can do my stuff or watch tv wat
1,maybe westshore or hyde park village the place near my house
1,you should know now so hows anthony are you bringing money ive school fees to pay and rent and stuff like that thats why i need your help a friend in need
1,whats the significance
1,your opinion about me number over number jada number kusruthi number lovable number silent number spl character number not matured number stylish number simple pls reply
1,number at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try
1,prabhaim sorydarealyfrm heart im sory
1,lol ok your forgiven 
1,nojst change tat only
1,sno competition for him
1,that way transport is less problematic than on sat night by the way if u want to ask  n  to join my bday feel free but need to know definite nos as booking on fri
1,usually the person is unconscious thats in children but in adults they may just behave abnormally ill call you now
1,but thats on ebay it might be less elsewhere
1,shall i come to get pickle
1,were gonna go get some tacos
1,thats very rude you on campus
1,hi i wont b ard number christmas but do enjoy n merry xmas
1,yes how is a pretty lady like you single
1,jay says that youre a doublefaggot
1,what todaysundaysunday is holidayso no work
1,gudnitetcpractice going on
1,ill be late
1,ive not called you in a while this is hoping it was lnumberr malaria and that you know that we miss you guys i miss bani big so pls give her my love especially have a great day
1,good afternoon my love how goes that day  i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea
1,probably gonna be here for a while see you later tonight lt
1,or maybe my fat fingers just press all these buttons and it doesnt know what to do
1,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear
1,i am in tirupur da once you started from office call me
1,a famous quote  when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are  married
1,but am going to college pa what to do are else ill come there it self pa
1,number oclock at mine just to bash out a flat plan
1,this girl does not stay in bed this girl doesnt need recovery time id rather pass out while having fun then be cooped up in bed
1,then any special there
1,i know but you need to get hotel now i just got my invitation but i had to apologise cali is to sweet for me to come to some english blokes weddin
1,sorry that took so long omw now
1,wait  ltgt  min
1,ok give me number minutes i think i see her btw youre my alibi you were cutting my hair the whole time
1,imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left  but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you  enjoy my cuck
1,hurry up ive been weeddeficient for like three days
1,sure if i get an acknowledgement from you that its astoundingly tactless and generally faggy to demand a blood oath fo
1,ok every night take a warm bath drink a cup of milk and youll see a work of magic you still need to loose weight just so that you know
1,ill have a look at the frying pan in case its cheap or a book perhaps no thats silly a frying pan isnt likely to be a book
1,o well uv causes mutations sunscreen is like essential thesedays
1,having lunchyou are not in onlinewhy
1,i know that my friend already told that
1,hi princess thank you for the pics you are very pretty how are you
1,aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ahgee
1,hi msg meim in office
1,thanx number e brownie its v nice
1,geeeee  i love you so much i can barely stand it
1,fuck babe  i miss you already you know  cant you let me send you some money towards your net  i need you  i want you  i crave you 
1,ill call u numbermrw at ninish with my address that icky american freek wont stop callin me number bad jen k eh
1,oooh bed ridden ey what are you thinking of
1,so anyways you can just go to your gym or whatever my love smiles i hope your ok and having a good day babe  i miss you so much already
1,love it daddy will make you scream with pleasure i am going to slap your ass with my dick
1,wot u wanna do then missy
1,yar lor wait number my mum number finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee
1,do you know where my lab goggles went
1,can you open the door
1,waiting for your call
1,nope i waiting in sch number daddy
1,im tired of arguing with you about this week after week do what you want and from now on ill do the same
1, wait number me in sch i finish ard number
1,arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin bite me bite me
1,huh so early then  having dinner outside izzit
1,ok anyway no need to change with what you said
1,my exwife was not able to have kids do you want kids one day
1,so hows scotland hope you are not over showing your jjc tendencies take care live the dream
1,tell them u have a headache and just want to use number hour of sick time
1,i dun thk ill quit yet hmmm can go jazz  yogasana oso can we can go meet em after our lessons den
1,pete can you please ring meive hardly gotany credit
1,ya srsly better than yi tho
1,im in a meeting call me later at
1,you still at grand prix
1,i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever gud nitz
1,i am great how are you
1,gud mrng dear have a nice day
1,will do was exhausted on train this morning too much wine and pie you sleep well too
1,im going out to buy mums present ar
1,mind blastin no more tsunamis will occur from now on rajnikant stopped swimming in indian oceand
1,if u sending her home first its ok lor im not ready yet
1,speaking of does he have any cash yet
1,be happy there i will come after noon
1,meet after lunch la
1,take care n get well soon
1,what i meant to say is cant wait to see u again getting bored of this bridgwater banter
1,neva mind its ok
1,its fine imma get a drink or somethin want me to come find you
1,its a valentine game   send dis msg to all ur friends  if number answers r d same then someone really loves u ques which colour suits me the bestrply me
