category,message
2,last chance claim ur numbernumbernumber worth of discount vouchers today text shop to numbernumbernumbernumbernumber now savamob offers mobile t cs savamob poboxnumbernumber mnumbernumbernumberuz numbernumbernumber sub numbernumber
2,free for numberst week nonumber nokia tone number ur mobile every week just txt nokia to numbernumbernumbernumber get txting and tell ur mates wwwgetzedcouk pobox numbernumbernumbernumbernumber wnumbernumberwq numbernumber normnumbernumbernumberptone
2,you have won a guaranteed numbernumbernumber award or even numbernumbernumbernumber cashto claim ur award call free on numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber numbernumber number stop getstop on numbernumbernumbernumbernumber php rgnumbernumber numberjx
2,congratulations ur awarded either numbernumbernumber of cd gift vouchers  free entry number our numbernumbernumber weekly draw txt music to numbernumbernumbernumbernumber tncs wwwldewcomnumberwinnumbernumbernumberppmxnumberagenumbernumber
2,u were outbid by simonwatsonnumbernumbernumbernumber on the shinco dvd plyr number bid again visit sms acsmsrewards number end bid notifications reply end out
2,smsservices for yourinclusive text credits pls goto wwwcomuknet login numberqxjnumber unsubscribe with stop no extra charge help numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumbercomuk numbernumbernumbercmnumber numberae
2,numbernumberp number alfie moons children in need song on ur mob tell ur mnumbers txt tone charity to numbernumbernumbernumber for nokias or poly charity for polys zed numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber profit number charity
2,u have a secret admirer reveal who thinks u r so special call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber to opt out reply reveal stop numbernumbernumber per msg recd cust care numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber
2,dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukexpressoffer tscs apply to stop texts txt stop to numbernumbernumbernumbernumber
2,do you want numbernumbernumber anytime any network mins numbernumbernumber text and a new video phone for only five pounds per week call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber or reply for delivery tomorrow
2,we tried to contact you re our offer of new video phone numbernumbernumber anytime any network mins half price rental camcorder call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber or reply for delivery wed
2,last chance number claim ur numbernumbernumber worth of discount voucherstext yes to numbernumbernumbernumbernumber nowsavamobmember offers mobile t cs numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber numbernumbernumber sub numbernumber  remove txt x or stop
2,urgent call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber from your landline your complimentary number ibiza holiday or numbernumbernumbernumbernumber cash await collection sae tcs po box numbernumbernumber sknumber numberwp numbernumbernumber ppm numbernumber
2,todays offer claim ur numbernumbernumber worth of discount vouchers text yes to numbernumbernumbernumbernumber now savamob member offers mobile t cs numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber numbernumbernumber sub numbernumber  unsub reply x
2,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to numbernumbernumbernumbernumber and see who you could meet
2,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber tscs wwwsmsconet numbernumbernumberpm approx numbermins
2,private your numbernumbernumbernumber account statement for numbernumbernumbernumbernumber xxxxxx shows numbernumbernumber unredeemed s i m points call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber identifier code numbernumbernumbernumbernumber expires numbernumbernumbernumbernumbernumber
2,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r
2,what do u want for xmas how about numbernumbernumber free text messages  a new video phone with half price line rental call free now on numbernumbernumbernumber numbernumbernumbernumbernumbernumbernumber to find out more
2,shop till u drop is it you either numbernumberk numberk numbernumbernumber cash or numbernumbernumber travel voucher call now numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber ntt po box crnumbernumbernumbernumbernumberbt fixedline cost numbernumbernumberppm mobile vary
2,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to numbernumbernumbernumbernumber numbernumbernumber sptyrone
2,u have a secret admirer who is looking number make contact with ufind out who they rreveal who thinks ur so specialcall on numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber
2,u have a secret admirer who is looking number make contact with ufind out who they rreveal who thinks ur so specialcall on numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumberstopsmsnumbernumber
2,reminder you have not downloaded the content you have already paid for goto httpdoit mymoby tv to collect your content
2,your free ringtone is waiting to be collected simply text the password mix to numbernumbernumbernumbernumber to verify get usher and britney fml po box numbernumbernumbernumber mknumbernumber numbernumberh numbernumbernumberppw numbernumber
2,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to numbernumbernumbernumbernumber
2,january male sale hot gay chat now cheaper call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber national rate from numbernumberpmin cheap to numbernumberpmin peak to stop texts call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber numbernumberpmin
2,money you r a lucky winner  number claim your prize text money number numbernumbernumbernumbernumber over numbermillion to give away  pptnumbernumbernumberxnumbernormal text rate boxnumbernumbernumber wnumbertnumberjy
2,dear matthew please call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber from a landline your complimentary numberlux tenerife holiday or numbernumbernumbernumber cash await collection ppmnumbernumbernumber sae tcs boxnumbernumbernumber sknumbernumberxh
2,urgent call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber from landline your complimentary number tenerife holiday or numbernumbernumbernumbernumber cash await collection sae tcs box numbernumbernumber hpnumbernumber numberyf numbernumbernumberppm numbernumber
2,how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community numbernumbernumberpsms
2,ur cashbalance is currently numbernumbernumber pounds  to maximize ur cashin now send go to numbernumbernumbernumbernumber only numbernumbernumberpmsg cc numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber po box numbernumbernumbernumbernumber tcrwnumber
2,filthy stories and girls waiting for your
2,urgent we are trying to contact u todays draw shows that you have won a numbernumbernumber prize guaranteed call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber from land line claim mnumbernumber validnumbernumberhrs only
2,congrats number mobile numberg videophones r yours call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber now videochat wid your mates play java games dload polyph music noline rentl
2,please call our customer service representative on freephone numbernumbernumbernumber numbernumbernumber numbernumbernumbernumber between numberamnumbernumberpm as you have won a guaranteed numbernumbernumbernumber cash or numbernumbernumbernumber prize
2,panasonic  bluetoothhdset free nokia free motorola free  doublemins  doubletxt on orange contract call mobileupdnumber on numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber or call numberoptout
2,free for numberst week nonumber nokia tone number ur mob every week just txt nokia to numbernumbernumbernumber get txting and tell ur mates wwwgetzedcouk pobox numbernumbernumbernumbernumber wnumbernumberwq normnumbernumbernumberptone numbernumber
2,guess what somebody you know secretly fancies you wanna find out who it is give us a call on numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber from landline dateboxnumbernumbernumbernumberessexcmnumbernumberxn numbernumbernumberpmin numbernumber
2,we know someone who you know that fancies you call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber to find out who pobox number lsnumbernumberhb numbernumbernumberp
2,numbernumbernumbernumbers flirting now txt girl or bloke  ur name  age eg girl zoe numbernumber to numbernumbernumbernumber to join and get chatting
2,numbernumber days to euronumbernumbernumbernumber kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to numbernumbernumbernumbernumber
2,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to numbernumbernumbernumbernumber now number chance number win numbernumbernumber cash wkentnumbernumbernumberpnumbernumber
2,we have new local dates in your area  lots of new people registered in your area reply date to start now numbernumber only wwwflirtpartyus replysnumbernumbernumber
2,someone u know has asked our dating service number contact you cant guess who call numbernumbernumbernumbernumbernumbernumbernumbernumbernumbernumber now all will be revealed po boxnumbernumbernumber mnumber numberwu
